과목명,학년,구분,개설학과,시수,과목코드,교수,시간
지역환경토목학개론,1,전공(기초),농업생명과학대학 지역환경토목학과,3/3/0,1246-1002,신현오,월09:00~12:00(농3117)
공학물리입문,1,전공(기초),농업생명과학대학 지역환경토목학과,3/3/0,1246-1003,유영준,수10:00~12:00(농3117)| 금09:00~10:00(농3117)
공업수학입문,1,전공(기초),농업생명과학대학 지역환경토목학과,3/3/0,1246-1004,김충국,수13:00~15:00(농2219)| 목10:00~11:00(농2219)
미래설계상담1,2,전공(기초),농업생명과학대학 지역환경토목학과,0/0/0,1240-1001,신현오,
응용해석,2,전공(기초),농업생명과학대학 지역환경토목학과,3/3/0,1246-2005,김정애,수10:00~12:00(농2219)| 목11:00~12:00(농2219)
생태공간계측기초 및 실습,2,전공(핵심),농업생명과학대학 지역환경토목학과,3/2/2,1246-2008,김대식,화09:00~11:00(농3117)| 화11:00~13:00(농3117)
재료역학 및 연습,2,전공(핵심),농업생명과학대학 지역환경토목학과,3/2/2,1246-2010,신현오,화14:00~16:00(농3117)| 화16:00~18:00(농3117)
미래설계상담3,3,전공(기초),농업생명과학대학 지역환경토목학과,0/0/0,1240-2001,안현욱,
응용역학 및 연습,3,전공(심화),농업생명과학대학 지역환경토목학과,3/2/2,1246-3001,하태환,화10:00~12:00(농2219)| 화12:00~14:00(농2219)
응용지반공학 및 실험,3,전공(심화),농업생명과학대학 지역환경토목학과,3/2/2,1246-3003,이달원,수14:00~16:00(농3117)| 수16:00~18:00(농3117)
생태수문학,3,전공(심화),농업생명과학대학 지역환경토목학과,3/3/0,1246-3011,송정헌,월12:00~13:00(농3117)| 금10:00~12:00(농3117)
지역환경공학및실험,3,전공(핵심),농업생명과학대학 지역환경토목학과,3/2/2,1246-3015,이승수,금13:00~15:00(농3117)| 금15:00~17:00(농3117)
콘크리트구조설계및연습,3,전공(심화),농업생명과학대학 지역환경토목학과,3/2/2,1246-3016,신현오,월14:00~16:00(농3117)| 월16:00~18:00(농3117)
미래설계상담5,4,전공(기초),농업생명과학대학 지역환경토목학과,0/0/0,1240-3001,안현욱,
농업수자원공학,4,전공(심화),농업생명과학대학 지역환경토목학과,3/3/0,1246-4008,송정헌,화17:00~18:00(농2219)| 목14:00~16:00(농2219)
농촌도로시스템공학,4,전공(심화),농업생명과학대학 지역환경토목학과,3/3/0,1246-4010,이달원,월14:00~17:00(농2219)
시설환경공학,4,전공(심화),농업생명과학대학 지역환경토목학과,3/3/0,1246-4011,하태환,월12:00~13:30(농2219)| 화15:00~16:30(농2219)
농촌환경정비공학및연습,4,전공(심화),농업생명과학대학 지역환경토목학과,3/2/2,1246-4012,김대식,목09:00~11:00(농3117)| 목11:00~13:00(농3117)
공업수학입문,1,전공(기초),농업생명과학대학 바이오시스템기계공학과,3/3/0,1246-1004,이승현,월14:00~16:00(농2205)| 수16:00~17:00(농2205)
바이오시스템 첨단기술 입문,1,전공(기초),농업생명과학대학 바이오시스템기계공학과,3/3/0,1247-1006,이대현,월16:00~18:00(농2205)| 화09:00~10:00(농2205)
미래설계상담1,2,전공(기초),농업생명과학대학 바이오시스템기계공학과,0/0/0,1240-1001,이대현,
응용수학,2,전공(심화),농업생명과학대학 바이오시스템기계공학과,3/3/0,1247-2004,이왕희,월14:00~15:00(농2203)| 수13:00~15:00(농2203)
열역학,2,전공(핵심),농업생명과학대학 바이오시스템기계공학과,3/3/0,1247-2006,이승현,화14:00~16:00(농2203)| 수15:00~16:00(농2205)
컴퓨터응용기계제도,2,전공(핵심),농업생명과학대학 바이오시스템기계공학과,3/2/2,1247-2007,손철민,목09:00~11:00(농2118)| 목11:00~13:00(농2203)
바이오시스템역학,2,전공(핵심),농업생명과학대학 바이오시스템기계공학과,3/3/0,1247-2009,이대현,화13:00~14:00(농2205)| 목14:00~16:00(농2205)
바이오시스템 컴퓨터 응용,2,전공(심화),농업생명과학대학 바이오시스템기계공학과,3/3/0,1247-2011,이대현,화17:00~18:00(농2118)| 수16:00~18:00(농2118)
바이오시스템 인공지능 개론,2,전공(심화),농업생명과학대학 바이오시스템기계공학과,3/3/0,1247-2013,정선옥,월13:00~14:00(농2203)| 수09:00~11:00(농2203)
노지 스마트 정밀농업,2,전공(심화),농업생명과학대학 바이오시스템기계공학과,3/3/0,1720-0004,정선옥,월11:00~13:00(농2205)| 수11:00~12:00(농2203)
미래설계상담3,3,전공(기초),농업생명과학대학 바이오시스템기계공학과,0/0/0,1240-2001,이대현,
기구학,3,전공(핵심),농업생명과학대학 바이오시스템기계공학과,3/3/0,1247-3001,정선옥,월15:00~16:00(농2203)| 수15:00~17:00(농2203)
생산제조공학,3,전공(심화),농업생명과학대학 바이오시스템기계공학과,3/3/0,1247-3005,이영희,목09:00~12:00(농2205)
마이크로프로세서응용,3,전공(심화),농업생명과학대학 바이오시스템기계공학과,3/3/0,1247-3006,조병관,화14:00~17:00(농2205)
열전달,3,전공(핵심),농업생명과학대학 바이오시스템기계공학과,3/3/0,1247-3007,이왕희,월10:00~12:00(농2203)| 수10:00~11:00(농2205)
바이오시스템기계설계 및 연습,3,전공(심화),농업생명과학대학 바이오시스템기계공학과,3/2/2,1247-3011,,
미래설계상담5,4,전공(기초),농업생명과학대학 바이오시스템기계공학과,0/0/0,1240-3001,이대현,
바이오시스템공정공학,4,전공(심화),농업생명과학대학 바이오시스템기계공학과,3/3/0,1247-4003,조병관,화10:00~12:00(농2205)| 수11:00~12:00(농2205)
정밀농업기계공학,4,전공(심화),농업생명과학대학 바이오시스템기계공학과,3/3/0,1247-4004,정선옥,월09:00~11:00(농2205)| 수12:00~13:00(농2203)
응용유체기계,4,전공(심화),농업생명과학대학 바이오시스템기계공학과,3/3/0,1247-4006,손철민,목13:00~16:00(농2203)
지능형 바이오시스템,4,전공(심화),농업생명과학대학 바이오시스템기계공학과,3/3/0,1247-4012,이대현,수13:00~15:00(농2205)| 목16:00~17:00(농2205)
미래설계상담1,1,전공(기초),약학대학 약학과(6),0/0/0,1270-1003,정길생,
약학생물학1,1,전공(기초),약학대학 약학과(6),2/2/0,1271-1001,박상민,화10:00~12:00(약121)
약학일반화학1,1,전공(기초),약학대학 약학과(6),2/2/0,1271-1002,이석우,금10:00~12:00(약121)
약학개론,1,전공(기초),약학대학 약학과(6),2/2/0,1271-1003,정길생,금13:00~15:00(약121)
대학생활과 진로설계,1,교양(공통기초),약학대학 약학과(6),1/1/0,1271-7002,정길생,월15:00~16:00(약121)
미래설계상담3,2,전공(기초),약학대학 약학과(6),0/0/0,1270-2003,정길생,
데이터사이언스,2,전공(기초),약학대학 약학과(6),2/2/0,1271-2001,박상민,월10:00~12:00(약121)
약유기화학1,2,전공(기초),약학대학 약학과(6),2/2/0,1271-2002,이석우,수11:00~13:00(약121)
인체생리학1,2,전공(기초),약학대학 약학과(6),2/2/0,1271-2003,우선희,목13:00~15:00(약121)
기초분석약학,2,전공(기초),약학대학 약학과(6),2/2/0,1271-2004,김형민,금10:00~12:00(약220)
약학연구개론1,2,전공(핵심),약학대학 약학과(6),2/2/0,1271-2005,박상민,월17:00~19:00(약121)
미래설계상담5,3,전공(기초),약학대학 약학과(6),0/0/0,1270-3003,정길생,
의약품합성학1,3,전공(핵심),약학대학 약학과(6),3/3/0,1271-3001,박요한,화09:00~10:00(약221)| 수09:00~11:00(약221)
병태생리학1,3,전공(핵심),약학대학 약학과(6),3/3/0,1271-3002,우선희,월15:00~17:00(약221)| 목17:00~18:00(약221)
약품미생물학및면역학1,3,전공(핵심),약학대학 약학과(6),3/3/0,1271-3003,정한영,화10:00~12:00(약221)| 목09:00~10:00(약221)
약학이론실습2,3,전공(핵심),약학대학 약학과(6),2/0/4,1271-3004,박상민,화15:00~19:00(약414)
약학이론실습2,3,전공(핵심),약학대학 약학과(6),2/0/4,1271-3004,이석우,화15:00~19:00(약415)
의약품분석학2,3,전공(핵심),약학대학 약학과(6),2/2/0,1271-3005,김형민,목10:00~12:00(약221)
물리약학2,3,전공(핵심),약학대학 약학과(6),2/2/0,1271-3006,박정숙,수15:00~17:00(약416)
약품생화학2,3,전공(핵심),약학대학 약학과(6),2/2/0,1271-3007,이승진,월10:00~12:00(약221)
보건학,3,전공(심화),약학대학 약학과(6),2/2/0,1271-3008,정혜광,월13:00~15:00(약221)
약용식물학,3,전공(심화),약학대학 약학과(6),2/2/0,1271-3009,정길생,수11:00~13:00(약초원관리동201)
약물표적세포학,3,전공(심화),약학대학 약학과(6),2/2/0,1271-3010,허경선,목15:00~17:00(약221)
생약학총론,3,전공(심화),약학대학 약학과(6),2/2/0,1271-3012,나민균,목13:00~15:00(약221)
약품분자생물학,3,전공(심화),약학대학 약학과(6),2/2/0,1271-3013,이승진,화13:00~15:00(약416)
미래설계상담3,2,전공(기초),약학대학 약학과,0/0/0,1270-2001,정길생,
약물송달학,2,전공(심화),약학대학 약학과,2/2/0,1272-2005,박정숙,월15:00~17:00(약416)
임상약물동태학,2,전공(심화),약학대학 약학과,2/2/0,1272-2006,정우진,월17:00~19:00(약416)
분광분석법,2,전공(심화),약학대학 약학과,2/2/0,1272-2008,김형민,화15:00~17:00(약120)
약리학Ⅰ,2,전공(핵심),약학대학 약학과,3/3/0,1272-2009,명창선,월13:00~15:00(약416)| 목09:00~10:00(약416)
생약학Ⅰ,2,전공(핵심),약학대학 약학과,3/3/0,1272-2014,나민균,화13:00~15:00(약120)| 수09:00~10:00(약120)
예방약학Ⅰ,2,전공(핵심),약학대학 약학과,3/3/0,1272-2017,정혜광,화09:00~10:00(약416)| 목10:00~12:00(약416)
병태생리학Ⅱ,2,전공(핵심),약학대학 약학과,2/2/0,1272-2030,우선희,수10:00~12:00(약120)
약제학Ⅰ,2,전공(핵심),약학대학 약학과,2/2/0,1272-2031,조정원,수17:00~19:00(약118)
약학이론실습Ⅳ,2,전공(핵심),약학대학 약학과,2/0/4,1272-2032,강종성,목15:00~19:00(약214)
약학이론실습Ⅳ,2,전공(핵심),약학대학 약학과,2/0/4,1272-2032,김형민,목15:00~19:00(약215)
약학이론실습Ⅴ,2,전공(핵심),약학대학 약학과,2/0/4,1272-2033,명창선,금09:00~13:00(약414)
약학이론실습Ⅴ,2,전공(핵심),약학대학 약학과,2/0/4,1272-2033,박요한,금09:00~13:00(약415)
정신약리학과 약물남용,2,전공(심화),약학대학 약학과,2/2/0,1272-2036,허경선,수15:00~17:00(약118)
면역질환학개론,2,전공(심화),약학대학 약학과,2/2/0,1272-2044,황인규,수12:00~14:00(약120)
천연물약품학,2,전공(심화),약학대학 약학과,2/2/0,1272-2048,정길생,목13:00~15:00(약120)
신경계약화학,2,전공(심화),약학대학 약학과,2/2/0,1272-2049,박요한,화10:00~12:00(약416)
제약바이오벤처 창업론,2,전공(심화),약학대학 약학과,2/2/0,1272-2052,신영근,월10:00~12:00(약416)
미래설계상담5,3,전공(기초),약학대학 약학과,0/0/0,1270-3001,정길생,
약물치료학Ⅰ,3,전공(핵심),약학대학 약학과,2/2/0,1272-3005,이승진,목10:00~12:00(약118)
약물치료학Ⅱ,3,전공(핵심),약학대학 약학과,2/2/0,1272-3006,윤휘열,화10:00~12:00(약118)
약물치료학Ⅲ,3,전공(핵심),약학대학 약학과,2/2/0,1272-3019,이소영,월10:00~12:00(약220)
사회약학Ⅰ,3,전공(핵심),약학대학 약학과,2/2/0,1272-3036,김시인,월17:00~19:00(약118)
약학이론실습Ⅷ,3,전공(핵심),약학대학 약학과,2/0/4,1272-3037,조정원,금09:00~13:00(약214)
약학이론실습Ⅷ,3,전공(핵심),약학대학 약학과,2/0/4,1272-3037,조정원,금13:00~17:00(약215)
약학이론실습Ⅸ,3,전공(핵심),약학대학 약학과,2/0/4,1272-3038,우선희,화15:00~19:00(약318)
약학이론실습Ⅸ,3,전공(핵심),약학대학 약학과,2/0/4,1272-3038,신영근,화15:00~19:00(약416)
의약품제조품질관리Ⅱ,3,전공(핵심),약학대학 약학과,3/3/0,1272-3039,김형민,월09:00~10:00(약220)| 수12:00~14:00(약220)
분자독성학,3,전공(심화),약학대학 약학과,2/2/0,1272-3040,김상겸,수10:00~12:00(약220)
약전,3,전공(심화),약학대학 약학과,2/2/0,1272-3042,조정원,화13:00~15:00(약118)
제제설계학(조제학),3,전공(심화),약학대학 약학과,2/2/0,1272-3043,조정원,목13:00~15:00(약118)
질환별증상 및 약물치료,3,전공(심화),약학대학 약학과,2/2/0,1272-3051,이소영,목15:00~17:00(약118)
본초학,3,전공(심화),약학대학 약학과,2/2/0,1272-3055,나민균,월13:00~15:00(약118)
의약품소프트웨어 특허분석법,3,전공(심화),약학대학 약학과,2/2/0,1272-3056,조정원,월15:00~17:00(약118)
약사커뮤니케이션,3,전공(심화),약학대학 약학과,2/1/2,1272-3059,윤휘열,수15:00~16:00(약220)| 수16:00~18:00(약220)
필수실무실습(지역약국-1),4,전공(핵심),약학대학 약학과,3/0/8,1272-4014,김형민,
필수실무실습(지역약국-1),4,전공(핵심),약학대학 약학과,3/0/8,1272-4014,윤휘열,
필수실무실습(지역약국-1),4,전공(핵심),약학대학 약학과,3/0/8,1272-4014,이승진,
필수실무실습(지역약국-1),4,전공(핵심),약학대학 약학과,3/0/8,1272-4014,이석우,
필수실무실습(지역약국-2),4,전공(핵심),약학대학 약학과,2/0/5,1272-4015,김형민,
필수실무실습(지역약국-2),4,전공(핵심),약학대학 약학과,2/0/5,1272-4015,윤휘열,
필수실무실습(지역약국-2),4,전공(핵심),약학대학 약학과,2/0/5,1272-4015,이승진,
필수실무실습(지역약국-2),4,전공(핵심),약학대학 약학과,2/0/5,1272-4015,이석우,
필수실무실습(의료기관약국-1),4,전공(핵심),약학대학 약학과,2/0/6,1272-4016,김형민,
필수실무실습(의료기관약국-1),4,전공(핵심),약학대학 약학과,2/0/6,1272-4016,윤휘열,
필수실무실습(의료기관약국-1),4,전공(핵심),약학대학 약학과,2/0/6,1272-4016,이승진,
필수실무실습(의료기관약국-1),4,전공(핵심),약학대학 약학과,2/0/6,1272-4016,이석우,
필수실무실습(의료기관약국-2),4,전공(핵심),약학대학 약학과,2/0/6,1272-4017,김형민,
필수실무실습(의료기관약국-2),4,전공(핵심),약학대학 약학과,2/0/6,1272-4017,윤휘열,
필수실무실습(의료기관약국-2),4,전공(핵심),약학대학 약학과,2/0/6,1272-4017,이승진,
필수실무실습(의료기관약국-2),4,전공(핵심),약학대학 약학과,2/0/6,1272-4017,이석우,
필수실무실습(의료기관약국-3),4,전공(핵심),약학대학 약학과,2/0/5,1272-4018,김형민,
필수실무실습(의료기관약국-3),4,전공(핵심),약학대학 약학과,2/0/5,1272-4018,윤휘열,
필수실무실습(의료기관약국-3),4,전공(핵심),약학대학 약학과,2/0/5,1272-4018,이승진,
필수실무실습(의료기관약국-3),4,전공(핵심),약학대학 약학과,2/0/5,1272-4018,이석우,
필수실무실습(의료기관약국-4),4,전공(핵심),약학대학 약학과,2/0/5,1272-4019,김형민,
필수실무실습(의료기관약국-4),4,전공(핵심),약학대학 약학과,2/0/5,1272-4019,윤휘열,
필수실무실습(의료기관약국-4),4,전공(핵심),약학대학 약학과,2/0/5,1272-4019,이승진,
필수실무실습(의료기관약국-4),4,전공(핵심),약학대학 약학과,2/0/5,1272-4019,이석우,
필수실무실습(의료기관약국-5),4,전공(핵심),약학대학 약학과,2/0/5,1272-4020,김형민,
필수실무실습(의료기관약국-5),4,전공(핵심),약학대학 약학과,2/0/5,1272-4020,윤휘열,
필수실무실습(의료기관약국-5),4,전공(핵심),약학대학 약학과,2/0/5,1272-4020,이승진,
필수실무실습(의료기관약국-5),4,전공(핵심),약학대학 약학과,2/0/5,1272-4020,이석우,
